Data;Regiao;Vendedor;Cliente;ID_Produto;Produto;Quantidade;Preco_Unitario;Custo_Unitario;Faturamento;Lucro
2024-02-29;Sudeste;Carlos;Manoela;1005;Headset;2;3766,79;2796,41;7533,58;1940,76
2022-07-31;Sudeste;Fernanda;João;3003;Placa de Vídeo NVidia;3;2715,49;1385,43;8146,47;3990,18
2024-08-31;Nordeste;Ana;Felipe;3003;Placa de Vídeo NVidia;9;1960,45;1274,86;17644,05;6170,31
2025-05-31;Centro-Oeste;Bruno;Ciro;2006;WebCam 4k;4;4820,22;2635,97;19280,88;8737,0
2023-11-30;Sul;Fernanda;Antonia;5004;Monitor;6;1524,82;972,14;9148,92;3316,08
2024-12-31;Centro-Oeste;Daniela;Antonia;5004;Monitor;1;2813,21;1853,8;2813,21;959,41
2022-09-30;Nordeste;Fernanda;Manoela;9001;Notebook;7;4840,45;3034,5;33883,15;12641,65
2022-08-31;Sul;Eduardo;João;2006;WebCam 4k;2;3523,15;2246,76;7046,3;2552,78
2025-07-31;Sudeste;Daniela;Felipe;5004;Monitor;5;4495,44;2529,36;22477,2;9830,4
2023-09-30;Centro-Oeste;Eduardo;Antonia;9001;Notebook;9;1946,16;1152,63;17515,44;7141,77
2025-01-31;Nordeste;Ana;Antonia;9001;Notebook;1;1677,13;937,58;1677,13;739,55
2025-07-31;Norte;Daniela;Manoela;7002;Smartphone;6;3087,88;2257,64;18527,28;4981,44
2024-08-31;Centro-Oeste;Fernanda;Ciro;5004;Monitor;8;1040,56;830,16;8324,48;1683,2
2022-05-31;Centro-Oeste;Ana;Manoela;7002;Smartphone;1;1104,38;563,42;1104,38;540,96
2024-02-29;Nordeste;Carlos;Antonia;2006;WebCam 4k;5;2083,33;1068,64;10416,65;5073,45
2024-02-29;Sudeste;Fernanda;Felipe;2006;WebCam 4k;1;2059,34;1314,01;2059,34;745,33
2022-05-31;Centro-Oeste;Daniela;João;7002;Smartphone;1;4589,87;3566,06;4589,87;1023,81
2022-11-30;Norte;Fernanda;João;5004;Monitor;6;949,45;621,59;5696,7;1967,16
2025-01-31;Centro-Oeste;Carlos;Felipe;3003;Placa de Vídeo NVidia;5;1352,53;972,83;6762,65;1898,5
2023-01-31;Nordeste;Eduardo;Antonia;7002;Smartphone;9;1245,91;887,75;11213,19;3223,44
2023-03-31;Nordeste;Daniela;João;3003;Placa de Vídeo NVidia;2;3127,83;2137,82;6255,66;1980,02
2022-04-30;Norte;Bruno;Marisa;3003;Placa de Vídeo NVidia;7;781,71;461,93;5471,97;2238,46
2022-02-28;Sudeste;Bruno;Marisa;1005;Headset;3;4488,5;2246,78;13465,5;6725,16
2022-09-30;Sudeste;Ana;Felipe;7002;Smartphone;1;3315,87;2109,53;3315,87;1206,34
2025-01-31;Norte;Fernanda;Manoela;5004;Monitor;3;1570,46;1206,87;4711,38;1090,77
2022-05-31;Sul;Ana;Antonia;7002;Smartphone;5;4002,78;2189,98;20013,9;9064,0
2022-11-30;Nordeste;Bruno;Ciro;5004;Monitor;5;4892,8;3868,03;24464,0;5123,85
2022-03-31;Sudeste;Bruno;Ciro;9001;Notebook;9;3056,0;2110,05;27504,0;8513,55
2024-03-31;Centro-Oeste;Fernanda;Manoela;3003;Placa de Vídeo NVidia;6;512,03;399,52;3072,18;675,06
2024-01-31;Nordeste;Carlos;Felipe;7002;Smartphone;1;3269,28;2316,94;3269,28;952,34
2022-06-30;Nordeste;Bruno;Marisa;1005;Headset;5;942,47;698,84;4712,35;1218,15
2024-03-31;Centro-Oeste;Carlos;Felipe;2006;WebCam 4k;3;3125,89;2386,62;9377,67;2217,81
2025-04-30;Norte;Fernanda;Manoela;5004;Monitor;5;660,44;472,25;3302,2;940,95
2024-03-31;Nordeste;Ana;Marisa;1005;Headset;4;1663,83;1187,44;6655,32;1905,56
2022-10-31;Centro-Oeste;Bruno;Marisa;3003;Placa de Vídeo NVidia;2;4198,1;2425,23;8396,2;3545,74
2023-03-31;Sudeste;Carlos;Marisa;3003;Placa de Vídeo NVidia;6;2115,9;1455,92;12695,4;3959,88
2025-08-31;Nordeste;Eduardo;Ciro;2006;WebCam 4k;5;4614,41;2573,77;23072,05;10203,2
2024-01-31;Sudeste;Bruno;Antonia;1005;Headset;7;1284,67;816,21;8992,69;3279,22
2022-12-31;Sul;Carlos;Marisa;3003;Placa de Vídeo NVidia;7;1875,8;1070,53;13130,6;5636,89
2024-02-29;Sudeste;Carlos;Ciro;9001;Notebook;4;2507,2;1962,91;10028,8;2177,16
2023-01-31;Nordeste;Ana;Marisa;3003;Placa de Vídeo NVidia;8;3415,43;1913,65;27323,44;12014,24
2024-07-31;Norte;Fernanda;Antonia;9001;Notebook;9;4439,8;2815,21;39958,2;14621,31
2025-04-30;Centro-Oeste;Carlos;Antonia;5004;Monitor;6;3859,9;2980,55;23159,4;5276,1
2023-07-31;Sudeste;Carlos;Manoela;1005;Headset;3;3899,58;2902,64;11698,74;2990,82
2022-05-31;Norte;Ana;Antonia;7002;Smartphone;3;557,35;373,27;1672,05;552,24
2023-08-31;Centro-Oeste;Carlos;Ciro;3003;Placa de Vídeo NVidia;9;2852,79;2252,07;25675,11;5406,48
2024-12-31;Norte;Carlos;João;1005;Headset;1;1672,09;960,03;1672,09;712,06
2025-07-31;Sul;Daniela;Ciro;1005;Headset;7;4019,39;2339,14;28135,73;11761,75
2023-12-31;Norte;Bruno;João;7002;Smartphone;9;1489,97;909,67;13409,73;5222,7
2024-03-31;Norte;Daniela;Felipe;1005;Headset;8;2602,51;2057,46;20820,08;4360,4
2022-10-31;Sul;Bruno;Antonia;2006;WebCam 4k;9;1368,51;850,16;12316,59;4665,15
2022-02-28;Norte;Ana;Felipe;7002;Smartphone;1;1592,6;1084,57;1592,6;508,03
2024-05-31;Sul;Eduardo;Felipe;3003;Placa de Vídeo NVidia;4;4798,83;3623,59;19195,32;4700,96
2023-10-31;Sudeste;Fernanda;Antonia;1005;Headset;1;4425,44;3322,8;4425,44;1102,64
2025-07-31;Norte;Eduardo;Ciro;9001;Notebook;8;4766,3;3078,81;38130,4;13499,92
2023-11-30;Sul;Eduardo;Antonia;7002;Smartphone;6;508,62;393,03;3051,72;693,54
2023-03-31;Sul;Bruno;Felipe;3003;Placa de Vídeo NVidia;5;2539,1;1279,81;12695,5;6296,45
2022-12-31;Sul;Eduardo;Marisa;9001;Notebook;4;4478,54;3356,55;17914,16;4487,96
2023-06-30;Sudeste;Ana;Marisa;9001;Notebook;1;3975,43;2263,31;3975,43;1712,12
2022-02-28;Norte;Daniela;João;5004;Monitor;7;1158,22;759,18;8107,54;2793,28
2022-10-31;Sul;Fernanda;Felipe;9001;Notebook;3;4253,16;2301,45;12759,48;5855,13
2022-12-31;Sudeste;Daniela;Manoela;1005;Headset;4;1786,77;1050,17;7147,08;2946,4
2025-03-31;Sul;Ana;Felipe;3003;Placa de Vídeo NVidia;7;1852,99;966,89;12970,93;6202,7
2023-10-31;Sul;Eduardo;Antonia;9001;Notebook;8;3359,91;2632,42;26879,28;5819,92
2024-06-30;Sudeste;Ana;João;3003;Placa de Vídeo NVidia;9;4789,48;2779,83;43105,32;18086,85
2024-11-30;Sul;Fernanda;Felipe;7002;Smartphone;4;2971,98;1653,03;11887,92;5275,8
2023-02-28;Norte;Ana;Ciro;2006;WebCam 4k;9;4368,97;2670,94;39320,73;15282,27
2023-04-30;Sudeste;Fernanda;João;7002;Smartphone;5;2949,3;2233,13;14746,5;3580,85
2025-02-28;Centro-Oeste;Carlos;Felipe;3003;Placa de Vídeo NVidia;8;631,58;378,22;5052,64;2026,88
2022-09-30;Sul;Carlos;Marisa;5004;Monitor;9;4649,54;3290,74;41845,86;12229,2
2025-06-30;Norte;Ana;Manoela;2006;WebCam 4k;3;4692,14;3548,97;14076,42;3429,51
2022-07-31;Sudeste;Fernanda;João;5004;Monitor;8;3147,26;2016,37;25178,08;9047,12
2022-12-31;Norte;Daniela;Felipe;9001;Notebook;3;535,69;387,76;1607,07;443,79
2023-12-31;Nordeste;Ana;Antonia;5004;Monitor;6;829,36;567,82;4976,16;1569,24
2025-07-31;Sul;Daniela;Ciro;1005;Headset;8;3091,51;1945,34;24732,08;9169,36
2022-09-30;Nordeste;Carlos;Marisa;1005;Headset;3;1085,06;782,37;3255,18;908,07
2024-09-30;Centro-Oeste;Daniela;Ciro;5004;Monitor;5;4457,86;3014,52;22289,3;7216,7
2022-04-30;Sul;Ana;Marisa;2006;WebCam 4k;9;1091,61;736,79;9824,49;3193,38
2022-12-31;Sudeste;Carlos;Ciro;5004;Monitor;9;4031,51;2617,6;36283,59;12725,19
2024-08-31;Centro-Oeste;Carlos;Felipe;3003;Placa de Vídeo NVidia;4;945,77;658,5;3783,08;1149,08
2024-03-31;Sudeste;Bruno;Manoela;2006;WebCam 4k;2;4095,2;3040,62;8190,4;2109,16
2023-11-30;Norte;Fernanda;Antonia;2006;WebCam 4k;3;4121,22;3233,14;12363,66;2664,24
2023-03-31;Centro-Oeste;Carlos;Antonia;9001;Notebook;5;3742,23;2725,9;18711,15;5081,65
2023-12-31;Nordeste;Ana;Felipe;3003;Placa de Vídeo NVidia;4;4369,26;3289,77;17477,04;4317,96
2024-08-31;Sudeste;Daniela;Felipe;5004;Monitor;8;3622,05;1854,26;28976,4;14142,32
2023-09-30;Centro-Oeste;Carlos;Manoela;7002;Smartphone;5;1812,94;981,71;9064,7;4156,15
2023-08-31;Nordeste;Bruno;Felipe;9001;Notebook;9;4286,44;2404,06;38577,96;16941,42
2024-07-31;Nordeste;Daniela;Antonia;1005;Headset;9;3035,71;1685,97;27321,39;12147,66
2024-10-31;Sudeste;Carlos;João;2006;WebCam 4k;6;1125,67;879,88;6754,02;1474,74
2024-10-31;Sul;Bruno;Felipe;2006;WebCam 4k;5;3964,51;2348,37;19822,55;8080,7
2024-06-30;Norte;Daniela;Felipe;9001;Notebook;1;2741,52;2139,39;2741,52;602,13
2022-02-28;Centro-Oeste;Fernanda;Manoela;9001;Notebook;8;2815,65;1506,79;22525,2;10470,88
2024-02-29;Norte;Daniela;Antonia;1005;Headset;1;4282,38;2756,19;4282,38;1526,19
2023-02-28;Norte;Eduardo;Ciro;9001;Notebook;8;3642,87;2493,01;29142,96;9198,88
2024-08-31;Centro-Oeste;Daniela;João;9001;Notebook;3;4154,83;2111,78;12464,49;6129,15
2023-12-31;Centro-Oeste;Daniela;Antonia;1005;Headset;3;3781,43;2935,02;11344,29;2539,23
2025-08-31;Sul;Daniela;Ciro;5004;Monitor;2;4711,48;3230,98;9422,96;2961,0
2024-03-31;Centro-Oeste;Carlos;João;1005;Headset;2;3180,84;2086,32;6361,68;2189,04
2024-12-31;Nordeste;Ana;Ciro;7002;Smartphone;2;838,24;550,47;1676,48;575,54
2024-01-31;Sul;Fernanda;João;5004;Monitor;6;2026,47;1295,13;12158,82;4388,04
2025-03-31;Sul;Carlos;Antonia;9001;Notebook;7;3994,27;2759,61;27959,89;8642,62
2023-08-31;Norte;Carlos;Ciro;3003;Placa de Vídeo NVidia;9;4712,17;3667,58;42409,53;9401,31
2022-04-30;Nordeste;Ana;Ciro;2006;WebCam 4k;8;1198,68;669,26;9589,44;4235,36
2022-05-31;Centro-Oeste;Fernanda;Felipe;1005;Headset;1;3099,37;2356,53;3099,37;742,84
2025-07-31;Sudeste;Eduardo;Ciro;3003;Placa de Vídeo NVidia;1;4973,54;2890,0;4973,54;2083,54
2023-07-31;Sudeste;Daniela;Marisa;1005;Headset;8;1631,87;1148,68;13054,96;3865,52
2025-10-31;Nordeste;Eduardo;Felipe;7002;Smartphone;6;3969,67;2013,11;23818,02;11739,36
2024-12-31;Sul;Ana;Felipe;2006;WebCam 4k;3;1536,18;1098,77;4608,54;1312,23
2024-06-30;Nordeste;Eduardo;Manoela;3003;Placa de Vídeo NVidia;1;1499,68;1113,92;1499,68;385,76
2024-04-30;Norte;Bruno;Felipe;7002;Smartphone;3;3400,68;1813,37;10202,04;4761,93
2023-06-30;Sudeste;Ana;Ciro;7002;Smartphone;5;2080,07;1078,2;10400,35;5009,35
2024-11-30;Norte;Carlos;Antonia;7002;Smartphone;3;1150,26;666,54;3450,78;1451,16
2024-07-31;Sudeste;Daniela;João;2006;WebCam 4k;2;528,66;389,48;1057,32;278,36
2022-07-31;Norte;Daniela;Marisa;9001;Notebook;2;1322,03;887,02;2644,06;870,02
2022-11-30;Norte;Ana;Ciro;5004;Monitor;7;3476,74;1805,7;24337,18;11697,28
2022-10-31;Nordeste;Eduardo;Antonia;3003;Placa de Vídeo NVidia;4;1391,88;974,17;5567,52;1670,84
2025-03-31;Norte;Fernanda;Felipe;2006;WebCam 4k;4;577,07;358,92;2308,28;872,6
2024-05-31;Centro-Oeste;Carlos;Manoela;2006;WebCam 4k;4;3486,82;2719,51;13947,28;3069,24
2024-10-31;Sul;Ana;Ciro;2006;WebCam 4k;9;864,43;462,76;7779,87;3615,03
2023-10-31;Centro-Oeste;Carlos;Felipe;1005;Headset;5;2759,86;1444,31;13799,3;6577,75
2025-04-30;Nordeste;Eduardo;Manoela;1005;Headset;3;3526,0;2389,36;10578,0;3409,92
2024-03-31;Nordeste;Eduardo;Antonia;2006;WebCam 4k;1;4863,1;2635,83;4863,1;2227,27
2023-05-31;Nordeste;Fernanda;Manoela;1005;Headset;4;4969,63;3969,58;19878,52;4000,2
2023-05-31;Centro-Oeste;Daniela;Antonia;2006;WebCam 4k;9;2368,95;1618,47;21320,55;6754,32
2023-12-31;Centro-Oeste;Carlos;Marisa;2006;WebCam 4k;3;2602,67;1361,93;7808,01;3722,22
2023-04-30;Sudeste;Ana;Marisa;5004;Monitor;5;4836,36;2607,51;24181,8;11144,25
2023-01-31;Centro-Oeste;Fernanda;Felipe;5004;Monitor;3;3450,93;1986,85;10352,79;4392,24
2022-10-31;Centro-Oeste;Eduardo;Felipe;7002;Smartphone;6;2541,71;1522,69;15250,26;6114,12
2022-07-31;Sul;Bruno;Manoela;5004;Monitor;8;838,38;656,38;6707,04;1456,0
2023-12-31;Norte;Eduardo;Manoela;5004;Monitor;2;4034,38;3194,11;8068,76;1680,54
2022-11-30;Sudeste;Fernanda;Felipe;9001;Notebook;3;3030,94;2063,4;9092,82;2902,62
2022-09-30;Nordeste;Eduardo;Manoela;3003;Placa de Vídeo NVidia;6;2111,02;1321,98;12666,12;4734,24
2025-06-30;Centro-Oeste;Fernanda;Felipe;1005;Headset;3;558,71;356,39;1676,13;606,96
2024-06-30;Sudeste;Fernanda;Marisa;9001;Notebook;7;4697,08;2760,81;32879,56;13553,89
2023-01-31;Nordeste;Ana;Felipe;9001;Notebook;3;895,36;675,48;2686,08;659,64
2025-06-30;Centro-Oeste;Bruno;Felipe;9001;Notebook;6;4846,34;2639,18;29078,04;13242,96
2023-09-30;Norte;Fernanda;Ciro;5004;Monitor;4;2755,63;1382,87;11022,52;5491,04
2023-07-31;Centro-Oeste;Fernanda;João;1005;Headset;4;1827,13;1069,41;7308,52;3030,88
2023-11-30;Sul;Carlos;Manoela;2006;WebCam 4k;5;4812,26;3475,18;24061,3;6685,4
2024-07-31;Sul;Daniela;Manoela;9001;Notebook;3;3219,28;2219,84;9657,84;2998,32
2025-04-30;Nordeste;Daniela;Ciro;5004;Monitor;3;4984,51;3296,24;14953,53;5064,81
2023-03-31;Sudeste;Fernanda;Felipe;5004;Monitor;3;3437,12;2089,22;10311,36;4043,7
2022-10-31;Norte;Fernanda;Marisa;1005;Headset;6;3297,81;2186,64;19786,86;6667,02
2022-01-31;Sudeste;Eduardo;Manoela;1005;Headset;1;2149,88;1599,23;2149,88;550,65
2023-03-31;Sudeste;Eduardo;João;2006;WebCam 4k;9;2960,82;2300,66;26647,38;5941,44
2025-02-28;Sudeste;Eduardo;Ciro;5004;Monitor;9;2462,15;1869,47;22159,35;5334,12
2023-10-31;Centro-Oeste;Eduardo;Manoela;5004;Monitor;5;855,02;665,55;4275,1;947,35
2025-03-31;Norte;Fernanda;João;1005;Headset;6;4906,47;3799,45;29438,82;6642,12
2024-12-31;Sul;Eduardo;Manoela;2006;WebCam 4k;8;4476,58;3407,35;35812,64;8553,84
2025-08-31;Sudeste;Daniela;João;2006;WebCam 4k;2;1490,65;908,36;2981,3;1164,58
2023-05-31;Sul;Ana;Manoela;5004;Monitor;1;4722,81;3187,24;4722,81;1535,57
2023-02-28;Sul;Carlos;Manoela;1005;Headset;5;4537,4;2901,88;22687,0;8177,6
2022-11-30;Centro-Oeste;Eduardo;Marisa;9001;Notebook;8;3540,4;2147,77;28323,2;11141,04
2023-11-30;Sudeste;Daniela;Marisa;9001;Notebook;5;4422,4;3411,82;22112,0;5052,9
2024-06-30;Sudeste;Daniela;Ciro;2006;WebCam 4k;6;1303,04;842,99;7818,24;2760,3
2022-10-31;Norte;Daniela;Felipe;2006;WebCam 4k;3;1692,86;1042,87;5078,58;1949,97
2023-12-31;Sudeste;Bruno;João;7002;Smartphone;4;2547,54;1672,39;10190,16;3500,6
2023-03-31;Norte;Ana;Antonia;2006;WebCam 4k;3;4330,8;2797,84;12992,4;4598,88
2023-05-31;Sul;Carlos;Manoela;3003;Placa de Vídeo NVidia;5;3562,1;1893,01;17810,5;8345,45
2025-04-30;Nordeste;Bruno;Felipe;1005;Headset;7;3492,97;2669,45;24450,79;5764,64
2022-04-30;Norte;Daniela;Ciro;5004;Monitor;6;1221,63;838,82;7329,78;2296,86
2022-03-31;Norte;Daniela;Felipe;9001;Notebook;2;3554,04;2281,2;7108,08;2545,68
2023-03-31;Norte;Carlos;Ciro;3003;Placa de Vídeo NVidia;4;1632,8;862,71;6531,2;3080,36
2022-05-31;Sudeste;Eduardo;Felipe;7002;Smartphone;7;2741,17;1471,91;19188,19;8884,82
2023-01-31;Sul;Fernanda;Marisa;5004;Monitor;7;3645,12;2903,78;25515,84;5189,38
2023-01-31;Sudeste;Fernanda;Marisa;7002;Smartphone;9;1005,81;712,73;9052,29;2637,72
2024-01-31;Norte;Bruno;Ciro;2006;WebCam 4k;4;3586,83;2499,24;14347,32;4350,36
2024-06-30;Norte;Carlos;Ciro;7002;Smartphone;2;1015,95;727,44;2031,9;577,02
2023-02-28;Sudeste;Daniela;Antonia;3003;Placa de Vídeo NVidia;8;3150,39;2452,77;25203,12;5580,96
2024-09-30;Norte;Daniela;Marisa;5004;Monitor;5;3416,88;2085,41;17084,4;6657,35
2023-07-31;Nordeste;Fernanda;Manoela;7002;Smartphone;2;4493,37;2491,24;8986,74;4004,26
2023-06-30;Centro-Oeste;Eduardo;Marisa;2006;WebCam 4k;6;4710,83;2579,58;28264,98;12787,5
2023-05-31;Sudeste;Daniela;Manoela;7002;Smartphone;2;4403,22;3050,09;8806,44;2706,26
2022-11-30;Centro-Oeste;Daniela;Marisa;5004;Monitor;9;3752,87;2299,26;33775,83;13082,49
2025-09-30;Centro-Oeste;Carlos;Marisa;3003;Placa de Vídeo NVidia;1;1296,76;803,43;1296,76;493,33
2024-12-31;Sul;Ana;Marisa;2006;WebCam 4k;7;4870,84;2584,69;34095,88;16003,05
2024-01-31;Norte;Ana;Felipe;9001;Notebook;2;758,7;554,04;1517,4;409,32
2023-11-30;Sul;Carlos;Marisa;7002;Smartphone;6;4727,06;3107,39;28362,36;9718,02
2025-06-30;Nordeste;Daniela;Marisa;3003;Placa de Vídeo NVidia;7;3467,81;2472,99;24274,67;6963,74
2025-05-31;Sul;Ana;Antonia;3003;Placa de Vídeo NVidia;2;2867,92;1713,59;5735,84;2308,66
2022-01-31;Norte;Daniela;Ciro;7002;Smartphone;6;3301,26;2030,64;19807,56;7623,72
2024-02-29;Centro-Oeste;Daniela;João;3003;Placa de Vídeo NVidia;3;4230,43;2211,37;12691,29;6057,18
2023-09-30;Centro-Oeste;Fernanda;Ciro;5004;Monitor;3;4287,19;3376,8;12861,57;2731,17
2025-07-31;Norte;Eduardo;João;9001;Notebook;3;2072,72;1274,62;6218,16;2394,3
2025-05-31;Sul;Fernanda;João;3003;Placa de Vídeo NVidia;5;2849,36;2031,03;14246,8;4091,65
2022-01-31;Sudeste;Bruno;Manoela;1005;Headset;6;4260,34;3140,47;25562,04;6719,22
2023-04-30;Nordeste;Eduardo;Antonia;2006;WebCam 4k;1;1611,52;1093,1;1611,52;518,42
2023-11-30;Centro-Oeste;Bruno;Ciro;9001;Notebook;3;1934,49;1266,63;5803,47;2003,58
2023-04-30;Centro-Oeste;Daniela;Manoela;5004;Monitor;8;4070,33;2531,79;32562,64;12308,32
2025-07-31;Nordeste;Bruno;João;9001;Notebook;2;2117,77;1235,85;4235,54;1763,84
2024-05-31;Sul;Eduardo;Antonia;7002;Smartphone;5;4016,23;2460,22;20081,15;7780,05
2024-07-31;Sudeste;Carlos;Antonia;3003;Placa de Vídeo NVidia;8;546,12;338,46;4368,96;1661,28
2023-08-31;Sudeste;Carlos;Marisa;7002;Smartphone;1;1439,11;873,31;1439,11;565,8
2025-08-31;Sudeste;Fernanda;João;1005;Headset;5;2284,59;1522,38;11422,95;3811,05
2024-03-31;Sul;Carlos;Marisa;7002;Smartphone;1;4414,49;2838,74;4414,49;1575,75
2024-09-30;Sul;Carlos;Antonia;1005;Headset;8;4071,65;2648,9;32573,2;11382,0
2022-06-30;Norte;Bruno;Ciro;7002;Smartphone;5;3077,88;2200,21;15389,4;4388,35
2024-01-31;Norte;Daniela;João;1005;Headset;7;2748,98;2077,18;19242,86;4702,6
2023-11-30;Nordeste;Eduardo;Antonia;7002;Smartphone;6;1832,0;1430,51;10992,0;2408,94
2025-06-30;Norte;Eduardo;Marisa;1005;Headset;5;3452,44;2195,34;17262,2;6285,5
2024-02-29;Nordeste;Ana;Marisa;3003;Placa de Vídeo NVidia;8;3991,74;3108,24;31933,92;7068,0
2022-08-31;Nordeste;Fernanda;Manoela;1005;Headset;5;4971,01;3043,92;24855,05;9635,45
2022-01-31;Sul;Daniela;Antonia;1005;Headset;8;2655,71;2115,12;21245,68;4324,72
2022-10-31;Sudeste;Fernanda;Antonia;3003;Placa de Vídeo NVidia;1;4088,93;2561,68;4088,93;1527,25
2023-10-31;Norte;Daniela;Marisa;3003;Placa de Vídeo NVidia;5;4967,93;3669,35;24839,65;6492,9
2023-05-31;Sudeste;Daniela;Manoela;7002;Smartphone;7;993,49;564,32;6954,43;3004,19
2024-05-31;Norte;Daniela;Ciro;7002;Smartphone;1;2080,43;1093,52;2080,43;986,91
2023-10-31;Sudeste;Bruno;Manoela;7002;Smartphone;7;4650,31;2683,06;32552,17;13770,75
2023-05-31;Centro-Oeste;Ana;João;2006;WebCam 4k;4;2438,05;1679,92;9752,2;3032,52
2023-09-30;Sudeste;Eduardo;Felipe;7002;Smartphone;5;1612,12;1147,07;8060,6;2325,25
2025-04-30;Nordeste;Daniela;Marisa;1005;Headset;8;4558,28;2894,86;36466,24;13307,36
2024-03-31;Nordeste;Ana;Felipe;5004;Monitor;2;4751,41;3715,52;9502,82;2071,78
2024-08-31;Sudeste;Carlos;Ciro;1005;Headset;1;3786,89;2061,51;3786,89;1725,38
2024-06-30;Sudeste;Fernanda;Felipe;3003;Placa de Vídeo NVidia;9;1811,67;970,82;16305,03;7567,65
2025-08-31;Nordeste;Bruno;João;5004;Monitor;6;1672,02;1052,55;10032,12;3716,82
2023-05-31;Sul;Carlos;Marisa;9001;Notebook;8;1064,39;780,65;8515,12;2269,92
2025-02-28;Centro-Oeste;Ana;Ciro;1005;Headset;4;1185,0;764,23;4740,0;1683,08
2024-09-30;Norte;Eduardo;João;7002;Smartphone;3;2926,96;2122,72;8780,88;2412,72
2023-07-31;Centro-Oeste;Carlos;Marisa;7002;Smartphone;2;1424,31;947,85;2848,62;952,92
2023-05-31;Norte;Carlos;João;7002;Smartphone;9;4009,88;2691,8;36088,92;11862,72
2022-12-31;Norte;Ana;Felipe;7002;Smartphone;7;1674,46;979,87;11721,22;4862,13
2024-11-30;Norte;Bruno;Antonia;3003;Placa de Vídeo NVidia;3;4366,31;2850,85;13098,93;4546,38
2025-06-30;Centro-Oeste;Carlos;Manoela;1005;Headset;2;4254,69;2849,6;8509,38;2810,18
2024-10-31;Norte;Fernanda;Antonia;9001;Notebook;2;3985,51;3153,4;7971,02;1664,22
2024-01-31;Sudeste;Fernanda;João;3003;Placa de Vídeo NVidia;5;3603,61;2554,2;18018,05;5247,05
2023-03-31;Nordeste;Bruno;Antonia;2006;WebCam 4k;3;3875,04;2612,56;11625,12;3787,44
2023-01-31;Sul;Carlos;Marisa;3003;Placa de Vídeo NVidia;5;856,62;493,71;4283,1;1814,55
2024-09-30;Centro-Oeste;Eduardo;Marisa;3003;Placa de Vídeo NVidia;2;2233,38;1313,52;4466,76;1839,72
2024-07-31;Sul;Carlos;Antonia;1005;Headset;1;1441,93;834,9;1441,93;607,03
2024-07-31;Sudeste;Fernanda;Antonia;9001;Notebook;9;1177,63;682,38;10598,67;4457,25
2022-02-28;Norte;Daniela;Felipe;5004;Monitor;5;2348,73;1683,33;11743,65;3327,0
2022-10-31;Sudeste;Daniela;Felipe;9001;Notebook;5;3478,26;1751,02;17391,3;8636,2
2023-06-30;Nordeste;Ana;Manoela;3003;Placa de Vídeo NVidia;6;3698,42;2768,68;22190,52;5578,44
2024-10-31;Nordeste;Bruno;Felipe;1005;Headset;2;3283,1;1888,08;6566,2;2790,04
2023-08-31;Norte;Daniela;Ciro;2006;WebCam 4k;7;864,34;646,03;6050,38;1528,17
2024-10-31;Sul;Carlos;Manoela;1005;Headset;4;2507,88;1626,58;10031,52;3525,2
2024-04-30;Nordeste;Fernanda;Ciro;2006;WebCam 4k;7;4868,39;3774,17;34078,73;7659,54
2024-02-29;Sudeste;Fernanda;João;7002;Smartphone;9;4071,74;2362,32;36645,66;15384,78
2023-06-30;Sul;Fernanda;Antonia;1005;Headset;9;1248,46;807,9;11236,14;3965,04
2025-07-31;Norte;Daniela;Manoela;2006;WebCam 4k;9;4358,49;3462,8;39226,41;8061,21
2022-01-31;Centro-Oeste;Daniela;Ciro;3003;Placa de Vídeo NVidia;2;1753,27;992,64;3506,54;1521,26
2024-11-30;Sudeste;Daniela;Felipe;9001;Notebook;5;1201,88;702,73;6009,4;2495,75
2022-09-30;Sul;Daniela;Felipe;1005;Headset;4;3961,08;2441,4;15844,32;6078,72
2023-07-31;Centro-Oeste;Carlos;Felipe;1005;Headset;1;1932,4;1214,89;1932,4;717,51
2022-02-28;Nordeste;Daniela;Ciro;2006;WebCam 4k;8;4902,61;3913,86;39220,88;7910,0
2025-08-31;Nordeste;Daniela;Ciro;7002;Smartphone;7;3098,14;1610,35;21686,98;10414,53
2025-02-28;Centro-Oeste;Ana;Felipe;1005;Headset;3;4415,11;2530,78;13245,33;5652,99
2024-02-29;Sul;Carlos;João;7002;Smartphone;9;1684,33;966,84;15158,97;6457,41
2023-01-31;Sudeste;Daniela;Antonia;5004;Monitor;4;2763,43;1636,01;11053,72;4509,68
2023-12-31;Norte;Ana;João;3003;Placa de Vídeo NVidia;5;1736,27;1028,93;8681,35;3536,7
2022-06-30;Sudeste;Bruno;Felipe;3003;Placa de Vídeo NVidia;5;4325,95;2751,17;21629,75;7873,9
2024-03-31;Sul;Fernanda;Marisa;3003;Placa de Vídeo NVidia;8;709,97;506,41;5679,76;1628,48
2023-02-28;Centro-Oeste;Eduardo;João;9001;Notebook;3;2971,21;1800,14;8913,63;3513,21
2024-07-31;Nordeste;Bruno;Antonia;1005;Headset;1;4362,1;2303,92;4362,1;2058,18
2025-01-31;Nordeste;Fernanda;Antonia;9001;Notebook;5;4352,08;3087,15;21760,4;6324,65
2025-10-31;Centro-Oeste;Fernanda;João;7002;Smartphone;3;2542,87;1812,92;7628,61;2189,85
2024-12-31;Nordeste;Eduardo;Felipe;2006;WebCam 4k;2;2862,33;1755,63;5724,66;2213,4
